-3.409739601060067238e-01,1.101799419906096311e+00,-3.024757138132724843e-01,-1.506544575375287964e+00,-2.393150747662539379e-01,5.642754586697472652e-01,-9.293465358839968493e-01,-2.258394925219795457e+00,-2.091616747653529007e+00,1.175460438758547804e-01,6.630342572243097532e-02
6.524014248021832163e-01,-6.290732349846004379e-01,-4.665196183216910319e-01,-1.158511388646101592e+00,1.056827188714482002e+00,-1.327153597468530455e+00,1.532164337428842948e+00,3.014343139100966185e-01,-8.759966580659882263e-02,-3.557749046990373309e-01,-8.086556058300465866e-01
6.001924769949520400e-01,-8.239220274484186923e-01,4.388919131569697374e-01,2.576904373099944134e+00,1.237413745292567091e-01,-8.714136229816499268e-01,-2.370619881336694768e+00,3.769013508684493363e-01,-3.179069844284111435e-01,2.410764586230036699e-01,1.134476691664914494e+00
-9.142937287395586088e-02,-5.329106399521865711e+00,-2.117676786748744211e-01,-1.937669391176400080e-01,3.024495732070390908e+00,-1.486652375586723362e-01,2.006586054625292714e+00,-4.571625696765789226e-01,-6.771794349198091423e-01,-2.964880808028610981e-01,8.119505791486606450e-01
4.447892938718302491e-01,4.675316325108425097e-02,-5.444326001078789723e+00,-3.119485340946971941e-01,-2.632865038004115754e-01,-2.825662245665679917e-01,4.015073444827145233e-01,1.880199168920757558e-01,1.061653483944617449e+00,-1.280513705748745901e+00,1.735359387119348451e-01
-4.604002153066631409e-01,1.714556211609147285e+00,7.291581638195651083e-01,4.326349121385911767e-01,-4.670650852195088909e+00,1.039609390733466920e-01,-6.845330579750602551e-01,-4.142345735881413082e-01,-5.050193798421885871e-01,5.916026913533948273e-01,8.268167337101991476e-01
4.449128304290252411e-01,-4.652232684636732896e-01,6.177043925879568409e-01,8.234339221088939065e-02,3.747058127216144063e-01,5.012824077348978363e-02,2.382201602641290661e-01,-1.800497579506008750e+00,5.874275527793852980e-01,-3.578122053404477754e-01,-7.503263940020518108e-01
3.215302648124186424e-01,-6.844993560961384338e-01,5.040452719724143327e-01,-4.694032315517213672e-01,-9.515915495790591150e-01,-6.182965025520173796e+00,-4.496052567329972827e-01,3.520829101956176044e-01,8.907446911630825248e-01,-3.110533690111580429e-01,-1.497214796514152735e-01
-8.127777096486713537e-01,2.602455295579254591e-01,2.504012994840388445e-02,8.680297355177344354e-01,-2.241915917717355544e+00,5.934520946094147265e-01,3.342822654327087251e-01,-8.903809383732277372e-01,-1.167490702104951650e+00,2.167004848709402076e-01,2.205603781529939245e-01
-1.691669435373735153e+00,6.329424433289029261e-01,2.062428998847998796e-01,-4.377009027403009345e-01,2.285479130982839280e-01,6.391111033603157354e-01,-5.039664449967193871e-01,-2.580049750997111868e+00,-3.477681906001175438e+00,3.280900736297044928e-01,-1.206173843781012806e-01
-1.241562709167873146e+00,-5.150060037612857577e+00,7.598925370568512250e-01,4.859710115210436054e-01,-1.098746862238851207e+00,8.400284062274637753e-01,9.519608592626539467e-01,-7.581915221261668059e-01,-1.709414575285436388e+00,-2.243414135310109747e-01,7.102059019120055341e-03
-5.710932147083013222e-01,6.482764840232347892e-01,7.469370712358713860e-02,6.343485236291194207e-01,3.291729112672661661e-01,-2.771410544338017701e+00,-1.985937801313507833e+00,1.264640105047138696e-01,1.830449517753416355e-01,-3.610940824387605386e-02,-8.609645890381719679e-01
2.337233057658129332e-01,-1.745763074206615473e-01,-4.682273864449134103e-31,-7.738950640546434282e-05,-2.647633364138926026e+00,-1.244525192769475280e-13,-1.645988893922655683e+00,1.303101907359859313e+00,-3.583291369132719506e+00,-1.843117489854109989e-11,-2.960113610003994693e-03
-1.023715225391461203e+00,-5.312768988662722514e+00,-1.091697288651185052e-02,-3.131379179527378764e-01,4.467599596505849924e+00,-1.496102095154956636e-03,-3.287071218635551073e+00,1.515946591636710972e-01,2.553511725851476566e+00,-1.231456488701174710e-02,-5.470070807372997557e-01
-2.015747543496510641e+00,1.826587628757866399e-01,-1.474015523991006660e+00,-1.989901428486819057e+00,9.574249932595088053e-01,1.056085497829357456e+00,3.773779514381699340e-01,1.189243496187355476e+00,-8.730278822462550492e-01,-3.269754739615123196e+00,-4.274453534249778919e+00
